key,requirements
epo-osl-2005.1,Warranty Disclaimer
epo-osl-2005.1,Patent - Warning
erlangpl-1.1,License Text in Source
erlangpl-1.1,License Text in Documentation
erlangpl-1.1,Source Redistribution
erlangpl-1.1,Change Tracking in Source
erlangpl-1.1,Patent - Rights Impairment
erlangpl-1.1,Patent - License Termination
erlangpl-1.1,Warranty Disclaimer
erlangpl-1.1,Indemnify Licensor
erlangpl-1.1,Patent - Warning
erlangpl-1.1,Exceptions
esri-devkit,License Text in Source
esri,License Text in Source
esri,Restricted Redistribution
esri,Restricted Modifications
esri,Specification Constraints
esri,Export Controls
esri,Warranty Disclaimer
esri,Network Redistribution
eu-datagrid,License Text in Source
eu-datagrid,License Text in Documentation
eu-datagrid,No Use in Endorsements
eu-datagrid,Warranty Disclaimer
eu-datagrid,GPL Compatible
eupl-1.0,License Text in Source
eupl-1.0,License Text in Documentation
eupl-1.0,Source Redistribution
eupl-1.0,Change Tracking in Source
eupl-1.0,Patent - Rights Impairment
eupl-1.0,Warranty Disclaimer
eupl-1.0,Patent - Grant
eupl-1.0,GPL Compatible
eupl-1.1,License Text in Source
eupl-1.1,License Text in Documentation
eupl-1.1,Source Redistribution
eupl-1.1,Change Tracking in Source
eupl-1.1,Patent - Rights Impairment
eupl-1.1,Warranty Disclaimer
eupl-1.1,Indemnify Licensor
eupl-1.1,Patent - Grant
eurosym,License Text in Source
eurosym,License Text in Documentation
eurosym,Usage Notice in Documentation
eurosym,No Use in Endorsements
eurosym,Source Redistribution
eurosym,Change Tracking in Source
eurosym,Patent - Rights Impairment
eurosym,Warranty Disclaimer
eurosym,GPL Compatible
examdiff,Non-Commercial Use Only
examdiff,Restricted Redistribution
examdiff,Restricted Modifications
examdiff,No License Change
examdiff,Warranty Disclaimer
excelsior-jet-runtime,Platform Deployment Restriction
excelsior-jet-runtime,Restricted Redistribution
excelsior-jet-runtime,Restricted Modifications
excelsior-jet-runtime,No License Change
excelsior-jet-runtime,Warranty Disclaimer
excelsior-jet-runtime,Indemnify Licensor
fabien-tassin,License Text in Source
fabien-tassin,License Text in Documentation
fabien-tassin,Change Tracking in Source
fabien-tassin,Change Tracking in Documentation
fabien-tassin,Warranty Disclaimer
fabien-tassin,GPL Compatible
facebook-software-license,License Text in Source
facebook-software-license,Platform Deployment Restriction
facebook-software-license,Warranty Disclaimer
facebook-software-license,GPL Compatible
fair,License Text in Source
fair,License Text in Documentation
fair,Warranty Disclaimer
fair,GPL Compatible
fancyzoom,License Text in Source
fancyzoom,Non-Commercial Use Only
fancyzoom,Restricted Redistribution
fancyzoom,Warranty Disclaimer
fancyzoom,Network Redistribution
fastcgi-devkit,License Text in Source
fastcgi-devkit,License Text in Documentation
fastcgi-devkit,Warranty Disclaimer
fastcgi-devkit,GPL Compatible
openmarket-fastcgi,License Text in Source
openmarket-fastcgi,License Text in Documentation
openmarket-fastcgi,Specification Constraints
openmarket-fastcgi,Warranty Disclaimer
filament-group-mit,License Text in Source
filament-group-mit,License Text in Documentation
filament-group-mit,Special Attribution Obligation
filament-group-mit,Warranty Disclaimer
filament-group-mit,GPL Compatible
first-works-appreciative-1.2,License Text in Source
first-works-appreciative-1.2,License Text in Documentation
first-works-appreciative-1.2,Usage Notice in Documentation
first-works-appreciative-1.2,Restricted Redistribution
first-works-appreciative-1.2,Restricted Modifications
first-works-appreciative-1.2,Warranty Disclaimer
flex-2.5,License Text in Source
flex-2.5,License Text in Documentation
flex-2.5,No Use in Endorsements
flex-2.5,Warranty Disclaimer
flex-2.5,GPL Compatible
flowplayer-gpl-3.0,License Text in Source
flowplayer-gpl-3.0,License Text in Documentation
flowplayer-gpl-3.0,Source Redistribution
flowplayer-gpl-3.0,Change Tracking in Source
flowplayer-gpl-3.0,Special Attribution Obligation
flowplayer-gpl-3.0,Name Restriction
flowplayer-gpl-3.0,Patent - Rights Impairment
flowplayer-gpl-3.0,Patent - License Termination
flowplayer-gpl-3.0,Warranty Disclaimer
flowplayer-gpl-3.0,Indemnify Licensor
flowplayer-gpl-3.0,Patent - Grant
flowplayer-gpl-3.0,GPL Compatible
flowplayer-gpl-3.0,Exceptions
fplot,License Text in Source
fplot,License Text in Documentation
fplot,Special Attribution Obligation
fplot,Warranty Disclaimer
fplot,GPL Compatible
frameworx-1.0,License Text in Source
frameworx-1.0,License Text in Documentation
frameworx-1.0,Usage Notice in Documentation
frameworx-1.0,Source Redistribution
frameworx-1.0,Change Tracking in Source
frameworx-1.0,Special Attribution Obligation
frameworx-1.0,Patent - Rights Impairment
frameworx-1.0,Warranty Disclaimer
frameworx-1.0,GPL Compatible
fraunhofer-fdk-aac-codec,License Text in Source
fraunhofer-fdk-aac-codec,License Text in Documentation
fraunhofer-fdk-aac-codec,Usage Notice in Documentation
fraunhofer-fdk-aac-codec,Source Redistribution
fraunhofer-fdk-aac-codec,Change Tracking in Source
fraunhofer-fdk-aac-codec,Name Restriction
fraunhofer-fdk-aac-codec,Patent - Rights Impairment
fraunhofer-fdk-aac-codec,Warranty Disclaimer
fraunhofer-fdk-aac-codec,Patent - Warning
fraunhofer-fdk-aac-codec,GPL Compatible
fraunhofer-iso-14496-10,License Text in Source
fraunhofer-iso-14496-10,Warranty Disclaimer
fraunhofer-iso-14496-10,Patent - Warning
fraunhofer-iso-14496-10,GPL Compatible
free-art-1.3,License Text in Source
free-art-1.3,License Text in Documentation
free-art-1.3,No Use in Endorsements
free-art-1.3,Change Tracking in Source
free-art-1.3,GPL Compatible
fsf-free,GPL Compatible
fsf-mit,License Text in Source
fsf-mit,License Text in Documentation
fsf-mit,Warranty Disclaimer
fsf-mit,GPL Compatible
fsf-unlimited,License Text in Source
fsf-unlimited,Warranty Disclaimer
fsf-unlimited,GPL Compatible
freebsd-boot,License Text in Source
freebsd-boot,License Text in Documentation
freebsd-boot,Warranty Disclaimer
freebsd-boot,GPL Compatible
freeimage-1.0,License Text in Source
freeimage-1.0,License Text in Documentation
freeimage-1.0,Source Redistribution
freeimage-1.0,Change Tracking in Source
freeimage-1.0,Patent - Rights Impairment
freeimage-1.0,Warranty Disclaimer
freeimage-1.0,Indemnify Licensor
freeimage-1.0,GPL Compatible
freemarker,License Text in Source
freemarker,License Text in Documentation
freemarker,No Use in Endorsements
freemarker,Name Restriction
freemarker,Warranty Disclaimer
freemarker,GPL Compatible
freetts,License Text in Source
freetts,No Use in Endorsements
freetts,Change Tracking in Source
freetts,Warranty Disclaimer
freetts,GPL Compatible
freetype,License Text in Source
freetype,License Text in Documentation
freetype,Usage Notice in Documentation
freetype,No Use in Endorsements
freetype,Change Tracking in Source
freetype,Warranty Disclaimer
fpl,License Text in Source
fpl,Warranty Disclaimer
fpl,GPL Compatible
frontier-1.0,License Text in Source
frontier-1.0,License Text in Documentation
frontier-1.0,No Use in Endorsements
frontier-1.0,Source Redistribution
frontier-1.0,Change Tracking in Source
frontier-1.0,Change Tracking in Documentation
frontier-1.0,Name Restriction
frontier-1.0,Patent - Rights Impairment
frontier-1.0,Warranty Disclaimer
frontier-1.0,GPL Compatible
frontier-1.0,Exceptions
ftpbean,License Text in Source
ftpbean,Restricted Redistribution
ftpbean,Indemnify Licensor
gary-s-brown,License Text in Source
gary-s-brown,GPL Compatible
gpl-3.0-gcc,License Text in Source
gpl-3.0-gcc,License Text in Documentation
gpl-3.0-gcc,Source Redistribution
gpl-3.0-gcc,Change Tracking in Source
gpl-3.0-gcc,Patent - Rights Impairment
gpl-3.0-gcc,Patent - License Termination
gpl-3.0-gcc,Warranty Disclaimer
gpl-3.0-gcc,Indemnify Licensor
gpl-3.0-gcc,Patent - Grant
gpl-3.0-gcc,GPL Compatible
gpl-3.0-gcc,Exceptions
gdcl,License Text in Source
gdcl,GPL Compatible
genivia-gsoap,Restricted Redistribution
genivia-gsoap,No License Change
d-fsl-1.0-en,License Text in Source
d-fsl-1.0-en,License Text in Documentation
d-fsl-1.0-en,Usage Notice in Documentation
d-fsl-1.0-en,Source Redistribution
d-fsl-1.0-en,Change Tracking in Source
d-fsl-1.0-en,Patent - Rights Impairment
d-fsl-1.0-en,Warranty Disclaimer
d-fsl-1.0-en,GPL Compatible
ghostscript-1988,License Text in Source
ghostscript-1988,License Text in Documentation
ghostscript-1988,Source Redistribution
ghostscript-1988,Change Tracking in Source
ghostscript-1988,Patent - Rights Impairment
ghostscript-1988,Warranty Disclaimer
ghostscript-1988,GPL Compatible
gl2ps,License Text in Source
gl2ps,License Text in Documentation
gl2ps,Source Redistribution
gl2ps,Patent - Rights Impairment
gl2ps,Warranty Disclaimer
gl2ps,GPL Compatible
glulxe,License Text in Source
glulxe,License Text in Documentation
glulxe,GPL Compatible
agpl-1.0,License Text in Source
agpl-1.0,License Text in Documentation
agpl-1.0,Source Redistribution
agpl-1.0,Change Tracking in Source
agpl-1.0,No License Change
agpl-1.0,Patent - Rights Impairment
agpl-1.0,Patent - License Termination
agpl-1.0,Warranty Disclaimer
agpl-1.0,Network Redistribution
agpl-1.0,Patent - Grant
agpl-3.0,License Text in Source
agpl-3.0,License Text in Documentation
agpl-3.0,Source Redistribution
agpl-3.0,Change Tracking in Source
agpl-3.0,No License Change
agpl-3.0,DRM Not Allowed
agpl-3.0,Patent - Rights Impairment
agpl-3.0,Patent - License Termination
agpl-3.0,Warranty Disclaimer
agpl-3.0,Network Redistribution
agpl-3.0,Patent - Grant
elib-gpl,License Text in Source
elib-gpl,License Text in Documentation
elib-gpl,Source Redistribution
elib-gpl,Change Tracking in Source
elib-gpl,Patent - Rights Impairment
elib-gpl,Warranty Disclaimer
elib-gpl,GPL Compatible
gfdl-1.1,License Text in Source
gfdl-1.1,License Text in Documentation
gfdl-1.1,Usage Notice in Documentation
gfdl-1.1,Source Redistribution
gfdl-1.1,Change Tracking in Source
gfdl-1.1,Special Attribution Obligation
gfdl-1.1,No License Change
gfdl-1.1,Patent - Rights Impairment
gfdl-1.2,License Text in Source
gfdl-1.2,License Text in Documentation
gfdl-1.2,Usage Notice in Documentation
gfdl-1.2,Source Redistribution
gfdl-1.2,Change Tracking in Source
gfdl-1.2,Special Attribution Obligation
gfdl-1.2,No License Change
gfdl-1.2,Patent - Rights Impairment
gfdl-1.3,License Text in Source
gfdl-1.3,License Text in Documentation
gfdl-1.3,Usage Notice in Documentation
gfdl-1.3,Source Redistribution
gfdl-1.3,Change Tracking in Source
gfdl-1.3,Special Attribution Obligation
gfdl-1.3,No License Change
gfdl-1.3,Patent - Rights Impairment
gpl-1.0,License Text in Source
gpl-1.0,License Text in Documentation
gpl-1.0,Source Redistribution
gpl-1.0,Change Tracking in Source
gpl-1.0,Patent - Rights Impairment
gpl-1.0,Warranty Disclaimer
gpl-1.0,GPL Compatible
gpl-1.0-plus,License Text in Source
gpl-1.0-plus,License Text in Documentation
gpl-1.0-plus,Source Redistribution
gpl-1.0-plus,Change Tracking in Source
gpl-1.0-plus,Patent - Rights Impairment
gpl-1.0-plus,Warranty Disclaimer
gpl-1.0-plus,GPL Compatible
gpl-2.0,License Text in Source
gpl-2.0,License Text in Documentation
gpl-2.0,Source Redistribution
gpl-2.0,Change Tracking in Source
gpl-2.0,Patent - Rights Impairment
gpl-2.0,Warranty Disclaimer
gpl-2.0,GPL Compatible
gpl-2.0-plus,License Text in Source
gpl-2.0-plus,License Text in Documentation
gpl-2.0-plus,Source Redistribution
gpl-2.0-plus,Change Tracking in Source
gpl-2.0-plus,Patent - Rights Impairment
gpl-2.0-plus,Warranty Disclaimer
gpl-2.0-plus,GPL Compatible
gpl-2.0-plus-ada,License Text in Source
gpl-2.0-plus-ada,License Text in Documentation
gpl-2.0-plus-ada,Source Redistribution
gpl-2.0-plus-ada,Change Tracking in Source
gpl-2.0-plus-ada,Patent - Rights Impairment
gpl-2.0-plus-ada,Warranty Disclaimer
gpl-2.0-plus-ada,GPL Compatible
gpl-2.0-plus-ada,Exceptions
gpl-2.0-plus-gcc,License Text in Source
gpl-2.0-plus-gcc,License Text in Documentation
gpl-2.0-plus-gcc,Source Redistribution
gpl-2.0-plus-gcc,Change Tracking in Source
gpl-2.0-plus-gcc,Patent - Rights Impairment
gpl-2.0-plus-gcc,Warranty Disclaimer
gpl-2.0-plus-gcc,GPL Compatible
gpl-2.0-plus-gcc,Exceptions
gpl-2.0-autoconf,License Text in Source
gpl-2.0-autoconf,License Text in Documentation
gpl-2.0-autoconf,Source Redistribution
gpl-2.0-autoconf,Change Tracking in Source
gpl-2.0-autoconf,Patent - Rights Impairment
gpl-2.0-autoconf,Warranty Disclaimer
gpl-2.0-autoconf,GPL Compatible
gpl-2.0-autoconf,Exceptions
gpl-2.0-autoopts,License Text in Source
gpl-2.0-autoopts,License Text in Documentation
gpl-2.0-autoopts,Source Redistribution
gpl-2.0-autoopts,Change Tracking in Source
gpl-2.0-autoopts,Patent - Rights Impairment
gpl-2.0-autoopts,Warranty Disclaimer
gpl-2.0-autoopts,GPL Compatible
gpl-2.0-autoopts,Exceptions
gpl-2.0-bison-2.2,License Text in Source
gpl-2.0-bison-2.2,License Text in Documentation
gpl-2.0-bison-2.2,Source Redistribution
gpl-2.0-bison-2.2,Change Tracking in Source
gpl-2.0-bison-2.2,Patent - Rights Impairment
gpl-2.0-bison-2.2,Warranty Disclaimer
gpl-2.0-bison-2.2,GPL Compatible
gpl-2.0-bison-2.2,Exceptions
gpl-2.0-bison,License Text in Source
gpl-2.0-bison,License Text in Documentation
gpl-2.0-bison,Source Redistribution
gpl-2.0-bison,Change Tracking in Source
gpl-2.0-bison,Patent - Rights Impairment
gpl-2.0-bison,Warranty Disclaimer
gpl-2.0-bison,GPL Compatible
gpl-2.0-bison,Exceptions
gpl-2.0-broadcom-linking,License Text in Source
gpl-2.0-broadcom-linking,License Text in Documentation
gpl-2.0-broadcom-linking,Source Redistribution
gpl-2.0-broadcom-linking,Change Tracking in Source
gpl-2.0-broadcom-linking,Patent - Rights Impairment
gpl-2.0-broadcom-linking,Warranty Disclaimer
gpl-2.0-broadcom-linking,GPL Compatible
gpl-2.0-broadcom-linking,Exceptions
gpl-2.0-classpath,License Text in Source
gpl-2.0-classpath,License Text in Documentation
gpl-2.0-classpath,Source Redistribution
gpl-2.0-classpath,Change Tracking in Source
gpl-2.0-classpath,Patent - Rights Impairment
gpl-2.0-classpath,Warranty Disclaimer
gpl-2.0-classpath,GPL Compatible
gpl-2.0-classpath,Exceptions
gpl-2.0-cygwin,License Text in Source
gpl-2.0-cygwin,License Text in Documentation
gpl-2.0-cygwin,Source Redistribution
gpl-2.0-cygwin,Change Tracking in Source
gpl-2.0-cygwin,Patent - Rights Impairment
gpl-2.0-cygwin,Warranty Disclaimer
gpl-2.0-cygwin,GPL Compatible
gpl-2.0-cygwin,Exceptions
ecos,License Text in Source
ecos,License Text in Documentation
ecos,Source Redistribution
ecos,Change Tracking in Source
ecos,Patent - Rights Impairment
ecos,Warranty Disclaimer
ecos,GPL Compatible
ecos,Exceptions
gpl-2.0-redhat,License Text in Source
gpl-2.0-redhat,License Text in Documentation
gpl-2.0-redhat,Source Redistribution
gpl-2.0-redhat,Change Tracking in Source
gpl-2.0-redhat,Patent - Rights Impairment
gpl-2.0-redhat,Warranty Disclaimer
gpl-2.0-redhat,GPL Compatible
gpl-2.0-redhat,Exceptions
gpl-2.0-font,License Text in Source
gpl-2.0-font,License Text in Documentation
gpl-2.0-font,Source Redistribution
gpl-2.0-font,Change Tracking in Source
gpl-2.0-font,Patent - Rights Impairment
gpl-2.0-font,Warranty Disclaimer
gpl-2.0-font,GPL Compatible
gpl-2.0-font,Exceptions
gpl-2.0-freertos,License Text in Source
gpl-2.0-freertos,License Text in Documentation
gpl-2.0-freertos,Source Redistribution
gpl-2.0-freertos,Change Tracking in Source
gpl-2.0-freertos,Patent - Rights Impairment
gpl-2.0-freertos,Warranty Disclaimer
gpl-2.0-freertos,GPL Compatible
gpl-2.0-freertos,Exceptions
gpl-2.0-gcc-compiler-exception,License Text in Source
gpl-2.0-gcc-compiler-exception,License Text in Documentation
gpl-2.0-gcc-compiler-exception,Source Redistribution
gpl-2.0-gcc-compiler-exception,Change Tracking in Source
gpl-2.0-gcc-compiler-exception,Patent - Rights Impairment
gpl-2.0-gcc-compiler-exception,Warranty Disclaimer
gpl-2.0-gcc-compiler-exception,GPL Compatible
gpl-2.0-gcc-compiler-exception,Exceptions
gpl-2.0-gcc,License Text in Source
gpl-2.0-gcc,License Text in Documentation
gpl-2.0-gcc,Source Redistribution
gpl-2.0-gcc,Change Tracking in Source
gpl-2.0-gcc,Patent - Rights Impairment
gpl-2.0-gcc,Warranty Disclaimer
gpl-2.0-gcc,GPL Compatible
gpl-2.0-gcc,Exceptions
gpl-2.0-glibc,License Text in Source
gpl-2.0-glibc,License Text in Documentation
gpl-2.0-glibc,Source Redistribution
gpl-2.0-glibc,Change Tracking in Source
gpl-2.0-glibc,Patent - Rights Impairment
gpl-2.0-glibc,Warranty Disclaimer
gpl-2.0-glibc,GPL Compatible
gpl-2.0-glibc,Exceptions
gpl-2.0-iolib,License Text in Source
gpl-2.0-iolib,License Text in Documentation
gpl-2.0-iolib,Source Redistribution
gpl-2.0-iolib,Change Tracking in Source
gpl-2.0-iolib,Patent - Rights Impairment
gpl-2.0-iolib,Warranty Disclaimer
gpl-2.0-iolib,GPL Compatible
gpl-2.0-iolib,Exceptions
gpl-2.0-libtool,License Text in Source
gpl-2.0-libtool,License Text in Documentation
gpl-2.0-libtool,Source Redistribution
gpl-2.0-libtool,Change Tracking in Source
gpl-2.0-libtool,Patent - Rights Impairment
gpl-2.0-libtool,Warranty Disclaimer
gpl-2.0-libtool,GPL Compatible
gpl-2.0-libtool,Exceptions
gpl-2.0-guile,License Text in Source
gpl-2.0-guile,License Text in Documentation
gpl-2.0-guile,Source Redistribution
gpl-2.0-guile,Change Tracking in Source
gpl-2.0-guile,Patent - Rights Impairment
gpl-2.0-guile,Warranty Disclaimer
gpl-2.0-guile,GPL Compatible
gpl-2.0-guile,Exceptions
gpl-2.0-ice,License Text in Source
gpl-2.0-ice,License Text in Documentation
gpl-2.0-ice,Source Redistribution
gpl-2.0-ice,Change Tracking in Source
gpl-2.0-ice,Patent - Rights Impairment
gpl-2.0-ice,Warranty Disclaimer
gpl-2.0-ice,GPL Compatible
gpl-2.0-ice,Exceptions
gpl-2.0-iso-cpp,License Text in Source
gpl-2.0-iso-cpp,License Text in Documentation
gpl-2.0-iso-cpp,Source Redistribution
gpl-2.0-iso-cpp,Change Tracking in Source
gpl-2.0-iso-cpp,Patent - Rights Impairment
gpl-2.0-iso-cpp,Warranty Disclaimer
gpl-2.0-iso-cpp,GPL Compatible
gpl-2.0-iso-cpp,Exceptions
gpl-2.0-javascript,License Text in Source
gpl-2.0-javascript,License Text in Documentation
gpl-2.0-javascript,Source Redistribution
gpl-2.0-javascript,Change Tracking in Source
gpl-2.0-javascript,Patent - Rights Impairment
gpl-2.0-javascript,Warranty Disclaimer
gpl-2.0-javascript,GPL Compatible
gpl-2.0-javascript,Exceptions
gpl-2.0-library,License Text in Source
gpl-2.0-library,License Text in Documentation
gpl-2.0-library,Source Redistribution
gpl-2.0-library,Change Tracking in Source
gpl-2.0-library,Patent - Rights Impairment
gpl-2.0-library,Warranty Disclaimer
gpl-2.0-library,GPL Compatible
gpl-2.0-plus-linking,License Text in Source
gpl-2.0-plus-linking,License Text in Documentation
gpl-2.0-plus-linking,Source Redistribution
gpl-2.0-plus-linking,Change Tracking in Source
gpl-2.0-plus-linking,Patent - Rights Impairment
gpl-2.0-plus-linking,Warranty Disclaimer
gpl-2.0-plus-linking,GPL Compatible
gpl-2.0-plus-linking,Exceptions
gpl-2.0-mysql-connector-odbc,License Text in Source
gpl-2.0-mysql-connector-odbc,License Text in Documentation
gpl-2.0-mysql-connector-odbc,Source Redistribution
gpl-2.0-mysql-connector-odbc,Change Tracking in Source
gpl-2.0-mysql-connector-odbc,Patent - Rights Impairment
gpl-2.0-mysql-connector-odbc,Warranty Disclaimer
gpl-2.0-mysql-connector-odbc,GPL Compatible
gpl-2.0-mysql-floss,License Text in Source
gpl-2.0-mysql-floss,License Text in Documentation
gpl-2.0-mysql-floss,Source Redistribution
gpl-2.0-mysql-floss,Change Tracking in Source
gpl-2.0-mysql-floss,Patent - Rights Impairment
gpl-2.0-mysql-floss,Warranty Disclaimer
gpl-2.0-mysql-floss,GPL Compatible
gpl-2.0-mysql-floss,Exceptions
gpl-2.0-openjdk,License Text in Source
gpl-2.0-openjdk,License Text in Documentation
gpl-2.0-openjdk,Source Redistribution
gpl-2.0-openjdk,Change Tracking in Source
gpl-2.0-openjdk,Patent - Rights Impairment
gpl-2.0-openjdk,Warranty Disclaimer
gpl-2.0-openjdk,GPL Compatible
gpl-2.0-openjdk,Exceptions
gpl-2.0-openssl,License Text in Source
gpl-2.0-openssl,License Text in Documentation
gpl-2.0-openssl,Source Redistribution
gpl-2.0-openssl,Change Tracking in Source
gpl-2.0-openssl,Patent - Rights Impairment
gpl-2.0-openssl,Warranty Disclaimer
gpl-2.0-openssl,GPL Compatible
gpl-2.0-oracle-mysql-foss,License Text in Source
gpl-2.0-oracle-mysql-foss,License Text in Documentation
gpl-2.0-oracle-mysql-foss,Source Redistribution
gpl-2.0-oracle-mysql-foss,Change Tracking in Source
gpl-2.0-oracle-mysql-foss,Patent - Rights Impairment
gpl-2.0-oracle-mysql-foss,Warranty Disclaimer
gpl-2.0-oracle-mysql-foss,GPL Compatible
gpl-2.0-proguard,License Text in Source
gpl-2.0-proguard,License Text in Documentation
gpl-2.0-proguard,Source Redistribution
gpl-2.0-proguard,Change Tracking in Source
gpl-2.0-proguard,Patent - Rights Impairment
gpl-2.0-proguard,Warranty Disclaimer
gpl-2.0-proguard,GPL Compatible
gpl-2.0-proguard,Exceptions
gpl-2.0-uboot,License Text in Source
gpl-2.0-uboot,License Text in Documentation
gpl-2.0-uboot,Source Redistribution
gpl-2.0-uboot,Change Tracking in Source
gpl-2.0-uboot,Patent - Rights Impairment
gpl-2.0-uboot,Warranty Disclaimer
gpl-2.0-uboot,GPL Compatible
gpl-2.0-uboot,Exceptions
gpl-3.0,License Text in Source
gpl-3.0,License Text in Documentation
gpl-3.0,Source Redistribution
gpl-3.0,Change Tracking in Source
gpl-3.0,Patent - Rights Impairment
gpl-3.0,Patent - License Termination
gpl-3.0,Warranty Disclaimer
gpl-3.0,Indemnify Licensor
gpl-3.0,Patent - Grant
gpl-3.0,GPL Compatible
gpl-3.0-plus,License Text in Source
gpl-3.0-plus,License Text in Documentation
gpl-3.0-plus,Source Redistribution
gpl-3.0-plus,Change Tracking in Source
gpl-3.0-plus,Patent - Rights Impairment
gpl-3.0-plus,Patent - License Termination
gpl-3.0-plus,Warranty Disclaimer
gpl-3.0-plus,Indemnify Licensor
gpl-3.0-plus,Patent - Grant
gpl-3.0-plus,GPL Compatible
gpl-3.0-bison,License Text in Source
gpl-3.0-bison,License Text in Documentation
gpl-3.0-bison,Source Redistribution
gpl-3.0-bison,Change Tracking in Source
gpl-3.0-bison,Patent - Rights Impairment
gpl-3.0-bison,Patent - License Termination
gpl-3.0-bison,Warranty Disclaimer
gpl-3.0-bison,Indemnify Licensor
gpl-3.0-bison,Patent - Grant
gpl-3.0-bison,GPL Compatible
gpl-3.0-bison,Exceptions
gpl-3.0-cygwin,License Text in Source
gpl-3.0-cygwin,License Text in Documentation
gpl-3.0-cygwin,Source Redistribution
gpl-3.0-cygwin,Change Tracking in Source
gpl-3.0-cygwin,Patent - Rights Impairment
gpl-3.0-cygwin,Warranty Disclaimer
gpl-3.0-cygwin,GPL Compatible
gpl-3.0-cygwin,Exceptions
gpl-3.0-font,License Text in Source
gpl-3.0-font,License Text in Documentation
gpl-3.0-font,Source Redistribution
gpl-3.0-font,Change Tracking in Source
gpl-3.0-font,Patent - Rights Impairment
gpl-3.0-font,Patent - License Termination
gpl-3.0-font,Warranty Disclaimer
gpl-3.0-font,Indemnify Licensor
gpl-3.0-font,Patent - Grant
gpl-3.0-font,GPL Compatible
gpl-3.0-font,Exceptions
gpl-3.0-autoconf,License Text in Source
gpl-3.0-autoconf,License Text in Documentation
gpl-3.0-autoconf,Source Redistribution
gpl-3.0-autoconf,Change Tracking in Source
gpl-3.0-autoconf,Patent - Rights Impairment
gpl-3.0-autoconf,Patent - License Termination
gpl-3.0-autoconf,Warranty Disclaimer
gpl-3.0-autoconf,Indemnify Licensor
gpl-3.0-autoconf,Patent - Grant
gpl-3.0-autoconf,GPL Compatible
gpl-3.0-autoconf,Exceptions
lgpl-2.1,License Text in Source
lgpl-2.1,License Text in Documentation
lgpl-2.1,Usage Notice in Documentation
lgpl-2.1,Source Redistribution
lgpl-2.1,Change Tracking in Source
lgpl-2.1,Patent - Rights Impairment
lgpl-2.1,Warranty Disclaimer
lgpl-2.1,GPL Compatible
lgpl-2.1-plus,License Text in Source
lgpl-2.1-plus,License Text in Documentation
lgpl-2.1-plus,Usage Notice in Documentation
lgpl-2.1-plus,Source Redistribution
lgpl-2.1-plus,Change Tracking in Source
lgpl-2.1-plus,Patent - Rights Impairment
lgpl-2.1-plus,Warranty Disclaimer
lgpl-2.1-plus,GPL Compatible
lgpl-2.1-rxtx,License Text in Source
lgpl-2.1-rxtx,License Text in Documentation
lgpl-2.1-rxtx,Usage Notice in Documentation
lgpl-2.1-rxtx,Source Redistribution
lgpl-2.1-rxtx,Change Tracking in Source
lgpl-2.1-rxtx,Specification Constraints
lgpl-2.1-rxtx,Patent - Rights Impairment
lgpl-2.1-rxtx,Warranty Disclaimer
lgpl-2.1-rxtx,GPL Compatible
lgpl-2.1-rxtx,Exceptions
lgpl-3.0,License Text in Source
lgpl-3.0,License Text in Documentation
lgpl-3.0,Usage Notice in Documentation
lgpl-3.0,Source Redistribution
lgpl-3.0,Change Tracking in Source
lgpl-3.0,Patent - Rights Impairment
lgpl-3.0,Patent - License Termination
lgpl-3.0,Warranty Disclaimer
lgpl-3.0,Indemnify Licensor
lgpl-3.0,Patent - Grant
lgpl-3.0,GPL Compatible
lgpl-3.0,Exceptions
lgpl-3.0-plus,License Text in Source
lgpl-3.0-plus,License Text in Documentation
lgpl-3.0-plus,Usage Notice in Documentation
lgpl-3.0-plus,Source Redistribution
lgpl-3.0-plus,Change Tracking in Source
lgpl-3.0-plus,Patent - Rights Impairment
lgpl-3.0-plus,Patent - License Termination
lgpl-3.0-plus,Warranty Disclaimer
lgpl-3.0-plus,Indemnify Licensor
lgpl-3.0-plus,Patent - Grant
lgpl-3.0-plus,GPL Compatible
lgpl-3.0-plus,Exceptions
lgpl-2.0,License Text in Source
lgpl-2.0,License Text in Documentation
lgpl-2.0,Usage Notice in Documentation
lgpl-2.0,Source Redistribution
lgpl-2.0,Change Tracking in Source
lgpl-2.0,Patent - Rights Impairment
lgpl-2.0,Warranty Disclaimer
lgpl-2.0,GPL Compatible
lgpl-2.0,Exceptions
lgpl-2.0-plus,License Text in Source
lgpl-2.0-plus,License Text in Documentation
lgpl-2.0-plus,Usage Notice in Documentation
lgpl-2.0-plus,Source Redistribution
lgpl-2.0-plus,Change Tracking in Source
lgpl-2.0-plus,Patent - Rights Impairment
lgpl-2.0-plus,Warranty Disclaimer
lgpl-2.0-plus,GPL Compatible
lgpl-2.0-plus,Exceptions
lgpl-2.0-plus-gcc,License Text in Source
lgpl-2.0-plus-gcc,License Text in Documentation
lgpl-2.0-plus-gcc,Usage Notice in Documentation
lgpl-2.0-plus-gcc,Source Redistribution
lgpl-2.0-plus-gcc,Change Tracking in Source
lgpl-2.0-plus-gcc,Patent - Rights Impairment
lgpl-2.0-plus-gcc,Warranty Disclaimer
lgpl-2.0-plus-gcc,GPL Compatible
lgpl-2.0-plus-gcc,Exceptions
gnuplot,License Text in Source
gnuplot,License Text in Documentation
gnuplot,Source Redistribution
gnuplot,Restricted Redistribution
