key,requirements
rh-eula,Patent - Rights Impairment
rh-eula,Warranty Disclaimer
rh-eula,GPL Compatible
rh-eula,Exceptions
red-hat-logos,License Text in Source
red-hat-logos,License Text in Documentation
red-hat-logos,Restricted Redistribution
red-hat-logos,Restricted Modifications
red-hat-logos,No License Change
red-hat-logos,Warranty Disclaimer
red-hat-trademarks,Restricted Redistribution
red-hat-trademarks,Restricted Modifications
red-hat-trademarks,No License Change
red-hat-trademarks,Warranty Disclaimer
regexp,License Text in Documentation
regexp,Usage Notice in Documentation
regexp,Change Tracking in Documentation
regexp,Warranty Disclaimer
ricoh-1.0,License Text in Source
ricoh-1.0,License Text in Documentation
ricoh-1.0,Usage Notice in Documentation
ricoh-1.0,Source Redistribution
ricoh-1.0,Change Tracking in Source
ricoh-1.0,Patent - Rights Impairment
ricoh-1.0,Patent - License Termination
ricoh-1.0,Warranty Disclaimer
ricoh-1.0,Indemnify Licensor
robert-hubley,License Text in Source
robert-hubley,Warranty Disclaimer
robert-hubley,GPL Compatible
rogue-wave,License Text in Source
rogue-wave,Restricted Redistribution
rsa-cryptoki,Usage Notice in Documentation
rsa-cryptoki,Usage Notice in Advertisement
rsa-cryptoki,Export Controls
rsa-cryptoki,Warranty Disclaimer
rsa-cryptoki,Patent - Warning
rsa-md2,License Text in Source
rsa-md2,License Text in Documentation
rsa-md2,Non-Commercial Use Only
rsa-md2,Platform Deployment Restriction
rsa-md2,Warranty Disclaimer
rsa-md4,License Text in Source
rsa-md4,License Text in Documentation
rsa-md4,Special Attribution Obligation
rsa-md4,Warranty Disclaimer
rsa-md4,GPL Compatible
rsa-md5,License Text in Source
rsa-md5,License Text in Documentation
rsa-md5,Special Attribution Obligation
rsa-md5,Warranty Disclaimer
rsa-md5,GPL Compatible
rsa-1990,License Text in Source
rsa-1990,License Text in Documentation
rsa-1990,Warranty Disclaimer
rsa-1990,GPL Compatible
rsa-demo,License Text in Source
rsa-demo,Warranty Disclaimer
rsa-demo,GPL Compatible
rsa-proprietary,Restricted Redistribution
rsa-proprietary,Restricted Modifications
rsa-proprietary,Export Controls
rsa-proprietary,Warranty Disclaimer
rtools-util,License Text in Source
rtools-util,Warranty Disclaimer
rtools-util,GPL Compatible
ruby,License Text in Source
ruby,License Text in Documentation
ruby,Usage Notice in Documentation
ruby,Source Redistribution
ruby,Change Tracking in Source
ruby,Patent - Rights Impairment
ruby,Warranty Disclaimer
ruby,GPL Compatible
rute,License Text in Source
rute,License Text in Documentation
rute,No Use in Endorsements
rute,Restricted Modifications
rute,Warranty Disclaimer
ryszard-szopa,License Text in Source
ryszard-szopa,Warranty Disclaimer
ryszard-szopa,GPL Compatible
saas-mit,License Text in Source
saas-mit,License Text in Documentation
saas-mit,Warranty Disclaimer
saas-mit,Network Redistribution
saas-mit,GPL Compatible
sandeep,License Text in Source
sandeep,Warranty Disclaimer
sandeep,GPL Compatible
sash,License Text in Source
sash,GPL Compatible
sax-pd,Warranty Disclaimer
sax-pd,GPL Compatible
saxpath,License Text in Source
saxpath,License Text in Documentation
saxpath,Usage Notice in Documentation
saxpath,No Use in Endorsements
saxpath,Name Restriction
saxpath,Warranty Disclaimer
scanlogd-license,License Text in Source
scanlogd-license,Change Tracking in Source
scanlogd-license,Warranty Disclaimer
scanlogd-license,GPL Compatible
scansoft-1.2,License Text in Source
scansoft-1.2,License Text in Documentation
scansoft-1.2,No Use in Endorsements
scansoft-1.2,Name Restriction
scansoft-1.2,Warranty Disclaimer
scea-1.0,License Text in Source
scea-1.0,License Text in Documentation
scea-1.0,Change Tracking in Source
scea-1.0,Change Tracking in Documentation
scea-1.0,Patent - Rights Impairment
scea-1.0,Warranty Disclaimer
scea-1.0,GPL Compatible
swl,License Text in Source
swl,License Text in Documentation
swl,Warranty Disclaimer
swl,GPL Compatible
scribbles,License Text in Source
scribbles,Warranty Disclaimer
scribbles,GPL Compatible
script-asylum,License Text in Source
script-asylum,GPL Compatible
script-nikhilk,Platform Deployment Restriction
script-nikhilk,Restricted Redistribution
script-nikhilk,Restricted Modifications
script-nikhilk,No License Change
script-nikhilk,Export Controls
script-nikhilk,Warranty Disclaimer
scrub,License Text in Source
scrub,Restricted Modifications
sencha-commercial,License Text in Source
sencha-commercial,Platform Deployment Restriction
sencha-commercial,Restricted Redistribution
sencha-commercial,No License Change
sencha-commercial,Export Controls
sencha-commercial,Warranty Disclaimer
sencha-commercial,Indemnify Licensor
sendmail,License Text in Source
sendmail,License Text in Documentation
sendmail,No Use in Endorsements
sendmail,Warranty Disclaimer
sendmail,GPL Compatible
saf,License Text in Source
saf,License Text in Documentation
saf,Warranty Disclaimer
saf,GPL Compatible
sfl-license,License Text in Source
sfl-license,License Text in Documentation
sfl-license,Usage Notice in Documentation
sfl-license,No Use in Endorsements
sfl-license,Change Tracking in Source
sfl-license,Warranty Disclaimer
sfl-license,GPL Compatible
sgi-cid-1.0,License Text in Source
sgi-cid-1.0,License Text in Documentation
sgi-cid-1.0,No Use in Endorsements
sgi-cid-1.0,Export Controls
sgi-cid-1.0,Warranty Disclaimer
sgi-cid-1.0,GPL Compatible
sgi-fslb-1.0,License Text in Source
sgi-fslb-1.0,License Text in Documentation
sgi-fslb-1.0,No Use in Endorsements
sgi-fslb-1.0,Specification Constraints
sgi-fslb-1.0,Export Controls
sgi-fslb-1.0,Warranty Disclaimer
sgi-fslb-1.0,Indemnify Licensor
sgi-fslb-1.0,GPL Compatible
sgi-freeb-1.1,License Text in Source
sgi-freeb-1.1,License Text in Documentation
sgi-freeb-1.1,No Use in Endorsements
sgi-freeb-1.1,Export Controls
sgi-freeb-1.1,Warranty Disclaimer
sgi-freeb-1.1,GPL Compatible
sgi-freeb-2.0,License Text in Source
sgi-freeb-2.0,License Text in Documentation
sgi-freeb-2.0,No Use in Endorsements
sgi-freeb-2.0,Warranty Disclaimer
sgi-freeb-2.0,GPL Compatible
sgi-glx-1.0,License Text in Source
sgi-glx-1.0,License Text in Documentation
sgi-glx-1.0,No Use in Endorsements
sgi-glx-1.0,Export Controls
sgi-glx-1.0,Warranty Disclaimer
sgi-glx-1.0,GPL Compatible
sglib,License Text in Source
sglib,GPL Compatible
shavlik-eula,Restricted Redistribution
shavlik-eula,Restricted Modifications
shavlik-eula,No License Change
shavlik-eula,Export Controls
shital-shah,License Text in Source
shital-shah,License Text in Documentation
shital-shah,Warranty Disclaimer
shital-shah,GPL Compatible
simpl-1.1,License Text in Source
simpl-1.1,License Text in Documentation
simpl-1.1,No Use in Endorsements
simpl-1.1,Change Tracking in Source
simpl-1.1,Change Tracking in Documentation
simpl-1.1,Special Attribution Obligation
simpl-1.1,Warranty Disclaimer
simpl-1.1,GPL Compatible
simpl-2.0,License Text in Source
simpl-2.0,License Text in Documentation
simpl-2.0,Source Redistribution
simpl-2.0,Change Tracking in Source
simpl-2.0,Patent - Rights Impairment
simpl-2.0,Warranty Disclaimer
simpl-2.0,GPL Compatible
sleepycat,License Text in Source
sleepycat,License Text in Documentation
sleepycat,Source Redistribution
sleepycat,Patent - Rights Impairment
sleepycat,Warranty Disclaimer
sleepycat,GPL Compatible
slysoft-eula,Restricted Redistribution
slysoft-eula,Restricted Modifications
slysoft-eula,No License Change
slysoft-eula,Export Controls
slysoft-eula,Indemnify Licensor
smartlabs-freeware,Restricted Modifications
smartlabs-freeware,Warranty Disclaimer
snia,License Text in Source
snia,License Text in Documentation
snia,Source Redistribution
snia,Change Tracking in Source
snia,Patent - Rights Impairment
snia,Warranty Disclaimer
snia,GPL Compatible
snia,Exceptions
snprintf,License Text in Source
snprintf,GPL Compatible
softerra-ldap-browser-eula,No Use in Endorsements
softerra-ldap-browser-eula,Restricted Redistribution
softerra-ldap-browser-eula,Restricted Modifications
softerra-ldap-browser-eula,No License Change
softerra-ldap-browser-eula,Warranty Disclaimer
softerra-ldap-browser-eula,Patent - Warning
softsurfer,License Text in Source
softsurfer,Warranty Disclaimer
softsurfer,GPL Compatible
sparky,License Text in Source
sparky,License Text in Documentation
sparky,Warranty Disclaimer
sparky,GPL Compatible
speechworks-1.1,License Text in Source
speechworks-1.1,License Text in Documentation
speechworks-1.1,No Use in Endorsements
speechworks-1.1,Name Restriction
speechworks-1.1,Warranty Disclaimer
srgb,License Text in Source
srgb,No Use in Endorsements
srgb,Restricted Modifications
srgb,Warranty Disclaimer
standard-ml-nj,License Text in Source
standard-ml-nj,License Text in Documentation
standard-ml-nj,No Use in Endorsements
standard-ml-nj,Warranty Disclaimer
standard-ml-nj,GPL Compatible
stanford-mrouted,License Text in Source
stanford-mrouted,License Text in Documentation
stanford-mrouted,No Use in Endorsements
stanford-mrouted,Source Redistribution
stanford-mrouted,Patent - Rights Impairment
stanford-mrouted,Warranty Disclaimer
stanford-mrouted,GPL Compatible
stanford-pvrg,License Text in Source
stanford-pvrg,Special Attribution Obligation
stanford-pvrg,Warranty Disclaimer
stanford-pvrg,GPL Compatible
stax,License Text in Source
stax,License Text in Documentation
stax,Usage Notice in Documentation
stax,Source Redistribution
stax,Change Tracking in Source
stax,Change Tracking in Documentation
stax,Patent - Rights Impairment
stax,Patent - License Termination
stax,Warranty Disclaimer
stax,Indemnify Licensor
stax,Patent - Grant
stax,Patent - Warning
stax,GPL Compatible
stlport-2000,License Text in Source
stlport-2000,License Text in Documentation
stlport-2000,Warranty Disclaimer
stlport-2000,GPL Compatible
stlport-4.5,License Text in Source
stlport-4.5,License Text in Documentation
stlport-4.5,Warranty Disclaimer
stlport-4.5,GPL Compatible
stu-nicholls,License Text in Source
stu-nicholls,GPL Compatible
sugarcrm-1.1.3,License Text in Source
sugarcrm-1.1.3,License Text in Documentation
sugarcrm-1.1.3,Usage Notice in Documentation
sugarcrm-1.1.3,Source Redistribution
sugarcrm-1.1.3,Change Tracking in Source
sugarcrm-1.1.3,Change Tracking in Documentation
sugarcrm-1.1.3,Special Attribution Obligation
sugarcrm-1.1.3,No License Change
sugarcrm-1.1.3,Patent - Rights Impairment
sugarcrm-1.1.3,Patent - License Termination
sugarcrm-1.1.3,Warranty Disclaimer
sugarcrm-1.1.3,Indemnify Licensor
sugarcrm-1.1.3,Patent - Warning
sugarcrm-1.1.3,Exceptions
sun-bcl-11-06,License Text in Source
sun-bcl-11-06,Restricted Redistribution
sun-bcl-11-06,Restricted Modifications
sun-bcl-11-06,Prohibited in Nuclear
sun-bcl-11-06,Export Controls
sun-bcl-11-06,Warranty Disclaimer
sun-bcl-11-06,Indemnify Licensor
sun-bcl-11-07,License Text in Source
sun-bcl-11-07,Platform Deployment Restriction
sun-bcl-11-07,Name Restriction
sun-bcl-11-07,Restricted Redistribution
sun-bcl-11-07,Restricted Modifications
sun-bcl-11-07,Prohibited in Nuclear
sun-bcl-11-07,Export Controls
sun-bcl-11-07,Warranty Disclaimer
sun-bcl-11-08,Platform Deployment Restriction
sun-bcl-11-08,Name Restriction
sun-bcl-11-08,Restricted Redistribution
sun-bcl-11-08,Restricted Modifications
sun-bcl-11-08,Prohibited in Nuclear
sun-bcl-11-08,Export Controls
sun-bcl-11-08,Warranty Disclaimer
sun-bcl-j2re-1.4.2,License Text in Source
sun-bcl-j2re-1.4.2,Platform Deployment Restriction
sun-bcl-j2re-1.4.2,Restricted Redistribution
sun-bcl-j2re-1.4.2,Restricted Modifications
sun-bcl-j2re-1.4.2,Prohibited in Nuclear
sun-bcl-j2re-1.4.2,Export Controls
sun-bcl-j2re-1.4.2,Warranty Disclaimer
sun-bcl-j2re-1.4.2,Indemnify Licensor
sun-bcl-j2re-5.0,License Text in Source
sun-bcl-j2re-5.0,Platform Deployment Restriction
sun-bcl-j2re-5.0,Restricted Redistribution
sun-bcl-j2re-5.0,Restricted Modifications
sun-bcl-j2re-5.0,Prohibited in Nuclear
sun-bcl-j2re-5.0,Export Controls
sun-bcl-j2re-5.0,Warranty Disclaimer
sun-bcl-j2re-5.0,Indemnify Licensor
sun-bcl-java-servlet-imp-2.1.1,License Text in Source
sun-bcl-java-servlet-imp-2.1.1,Special Attribution Obligation
sun-bcl-java-servlet-imp-2.1.1,Restricted Modifications
sun-bcl-java-servlet-imp-2.1.1,Prohibited in Aircraft
sun-bcl-java-servlet-imp-2.1.1,Prohibited in Nuclear
sun-bcl-java-servlet-imp-2.1.1,Export Controls
sun-bcl-java-servlet-imp-2.1.1,Warranty Disclaimer
sun-bcl-java-servlet-imp-2.1.1,Indemnify Licensor
sun-bcl-javahelp,License Text in Source
sun-bcl-javahelp,Special Attribution Obligation
sun-bcl-javahelp,Restricted Redistribution
sun-bcl-javahelp,Restricted Modifications
sun-bcl-javahelp,Prohibited in Nuclear
sun-bcl-javahelp,Export Controls
sun-bcl-javahelp,Warranty Disclaimer
sun-bcl-javahelp,Indemnify Licensor
sun-bcl-jimi-sdk,License Text in Source
sun-bcl-jimi-sdk,Special Attribution Obligation
sun-bcl-jimi-sdk,Restricted Redistribution
sun-bcl-jimi-sdk,Restricted Modifications
sun-bcl-jimi-sdk,Prohibited in Nuclear
sun-bcl-jimi-sdk,Export Controls
sun-bcl-jimi-sdk,Warranty Disclaimer
sun-bcl-jimi-sdk,Indemnify Licensor
sun-bcl-jre6,License Text in Source
sun-bcl-jre6,Platform Deployment Restriction
sun-bcl-jre6,Restricted Redistribution
sun-bcl-jre6,Restricted Modifications
sun-bcl-jre6,Prohibited in Nuclear
sun-bcl-jre6,Export Controls
sun-bcl-jre6,Patent - License Termination
sun-bcl-jre6,Warranty Disclaimer
sun-bcl-jsmq,License Text in Source
sun-bcl-jsmq,License Text in Documentation
sun-bcl-jsmq,Platform Deployment Restriction
sun-bcl-jsmq,Restricted Redistribution
sun-bcl-jsmq,Restricted Modifications
sun-bcl-jsmq,Prohibited in Nuclear
sun-bcl-jsmq,Export Controls
sun-bcl-jsmq,Patent - License Termination
sun-bcl-jsmq,Warranty Disclaimer
sun-bcl-jsmq,Indemnify Licensor
sun-bcl-sdk-1.3,License Text in Source
sun-bcl-sdk-1.3,Special Attribution Obligation
sun-bcl-sdk-1.3,Platform Deployment Restriction
sun-bcl-sdk-1.3,Restricted Redistribution
sun-bcl-sdk-1.3,Restricted Modifications
sun-bcl-sdk-1.3,Prohibited in Nuclear
sun-bcl-sdk-1.3,Export Controls
sun-bcl-sdk-1.3,Patent - Rights Impairment
sun-bcl-sdk-1.3,Patent - License Termination
sun-bcl-sdk-1.3,Warranty Disclaimer
sun-bcl-sdk-1.3,Indemnify Licensor
sun-bcl-sdk-1.4.2,License Text in Source
sun-bcl-sdk-1.4.2,Special Attribution Obligation
sun-bcl-sdk-1.4.2,Platform Deployment Restriction
sun-bcl-sdk-1.4.2,Restricted Redistribution
sun-bcl-sdk-1.4.2,Restricted Modifications
sun-bcl-sdk-1.4.2,Prohibited in Nuclear
sun-bcl-sdk-1.4.2,Export Controls
sun-bcl-sdk-1.4.2,Patent - License Termination
sun-bcl-sdk-1.4.2,Warranty Disclaimer
sun-bcl-sdk-1.4.2,Indemnify Licensor
sun-bcl-sdk-5.0,License Text in Source
sun-bcl-sdk-5.0,Platform Deployment Restriction
sun-bcl-sdk-5.0,Restricted Redistribution
sun-bcl-sdk-5.0,Restricted Modifications
sun-bcl-sdk-5.0,Prohibited in Nuclear
sun-bcl-sdk-5.0,Export Controls
sun-bcl-sdk-5.0,Patent - License Termination
sun-bcl-sdk-5.0,Warranty Disclaimer
sun-bcl-sdk-5.0,Indemnify Licensor
sun-bcl-sdk-6.0,License Text in Source
sun-bcl-sdk-6.0,Platform Deployment Restriction
sun-bcl-sdk-6.0,Restricted Redistribution
sun-bcl-sdk-6.0,Restricted Modifications
sun-bcl-sdk-6.0,Prohibited in Nuclear
sun-bcl-sdk-6.0,Export Controls
sun-bcl-sdk-6.0,Patent - License Termination
sun-bcl-sdk-6.0,Warranty Disclaimer
sun-bcl-sdk-6.0,Indemnify Licensor
sun-bcl-web-start,License Text in Source
sun-bcl-web-start,Special Attribution Obligation
sun-bcl-web-start,Restricted Redistribution
sun-bcl-web-start,Restricted Modifications
sun-bcl-web-start,Prohibited in Nuclear
sun-bcl-web-start,Export Controls
sun-bcl-web-start,Patent - License Termination
sun-bcl-web-start,Warranty Disclaimer
sun-bcl-web-start,Indemnify Licensor
sun-bsd-extra,License Text in Source
sun-bsd-extra,License Text in Documentation
sun-bsd-extra,Prohibited in Aircraft
sun-bsd-extra,Prohibited in Nuclear
sun-bsd-extra,Warranty Disclaimer
sun-bsd-no-nuclear,License Text in Source
sun-bsd-no-nuclear,License Text in Documentation
sun-bsd-no-nuclear,No Use in Endorsements
sun-bsd-no-nuclear,Prohibited in Nuclear
sun-bsd-no-nuclear,Warranty Disclaimer
sun-communications-api,License Text in Source
sun-communications-api,Restricted Redistribution
sun-communications-api,Restricted Modifications
sun-communications-api,Prohibited in Aircraft
sun-communications-api,Prohibited in Nuclear
sun-communications-api,Export Controls
sun-communications-api,Warranty Disclaimer
sun-communications-api,Indemnify Licensor
scsl-3.0,License Text in Source
scsl-3.0,License Text in Documentation
scsl-3.0,Usage Notice in Documentation
scsl-3.0,Source Redistribution
scsl-3.0,Change Tracking in Source
scsl-3.0,Special Attribution Obligation
scsl-3.0,Restricted Redistribution
scsl-3.0,Specification Constraints
scsl-3.0,Prohibited in Nuclear
scsl-3.0,Export Controls
scsl-3.0,Patent - Rights Impairment
scsl-3.0,Patent - License Termination
scsl-3.0,Warranty Disclaimer
scsl-3.0,Patent - Warning
sun-ejb-spec-2.1,License Text in Source
sun-ejb-spec-2.1,Restricted Redistribution
sun-ejb-spec-2.1,Restricted Modifications
sun-ejb-spec-2.1,Specification Constraints
sun-ejb-spec-2.1,Warranty Disclaimer
sun-ejb-spec-2.1,Indemnify Licensor
sun-ejb-spec-3.0,License Text in Source
sun-ejb-spec-3.0,Restricted Redistribution
sun-ejb-spec-3.0,Restricted Modifications
sun-ejb-spec-3.0,Specification Constraints
sun-ejb-spec-3.0,Export Controls
sun-ejb-spec-3.0,Warranty Disclaimer
sun-ejb-spec-3.0,Indemnify Licensor
sun-entitlement-03-15,License Text in Source
sun-entitlement-03-15,Restricted Redistribution
sun-entitlement-03-15,Restricted Modifications
sun-entitlement-03-15,Prohibited in Nuclear
sun-entitlement-03-15,Export Controls
sun-entitlement-03-15,Patent - License Termination
sun-entitlement-03-15,Warranty Disclaimer
sun-entitlement-03-15,Indemnify Licensor
sun-entitlement-jaf,License Text in Source
sun-entitlement-jaf,Restricted Redistribution
sun-entitlement-jaf,Restricted Modifications
sun-entitlement-jaf,Prohibited in Nuclear
sun-entitlement-jaf,Export Controls
sun-entitlement-jaf,Warranty Disclaimer
sun-entitlement-jaf,Indemnify Licensor
sun-glassfish,License Text in Source
sun-glassfish,Restricted Redistribution
sun-glassfish,Restricted Modifications
sun-glassfish,Prohibited in Nuclear
sun-glassfish,Export Controls
sun-glassfish,Warranty Disclaimer
sun-glassfish,Indemnify Licensor
sun-iiop,No Use in Endorsements
sun-iiop,Specification Constraints
sun-iiop,Warranty Disclaimer
sun-iiop,Patent - Warning
sun-sissl-1.1,License Text in Source
sun-sissl-1.1,License Text in Documentation
sun-sissl-1.1,Source Redistribution
sun-sissl-1.1,Special Attribution Obligation
sun-sissl-1.1,Specification Constraints
sun-sissl-1.1,Warranty Disclaimer
sun-sissl-1.1,Indemnify Licensor
sun-sissl-1.1,Patent - Warning
sun-sissl-1.2,License Text in Source
sun-sissl-1.2,License Text in Documentation
sun-sissl-1.2,Source Redistribution
sun-sissl-1.2,Special Attribution Obligation
sun-sissl-1.2,Specification Constraints
sun-sissl-1.2,Warranty Disclaimer
sun-sissl-1.2,Indemnify Licensor
sun-sissl-1.2,Patent - Warning
sun-java-web-services-dev-pack-1.6,License Text in Source
sun-java-web-services-dev-pack-1.6,Special Attribution Obligation
sun-java-web-services-dev-pack-1.6,Restricted Redistribution
sun-java-web-services-dev-pack-1.6,Export Controls
sun-java-web-services-dev-pack-1.6,Patent - License Termination
sun-java-web-services-dev-pack-1.6,Warranty Disclaimer
sun-java-web-services-dev-pack-1.6,Indemnify Licensor
sun-javamail,Restricted Modifications
sun-javamail,Prohibited in Aircraft
sun-javamail,Prohibited in Nuclear
sun-javamail,Export Controls
sun-javamail,Warranty Disclaimer
sun-jta-spec-1.0.1,Restricted Redistribution
sun-jta-spec-1.0.1,Specification Constraints
sun-jta-spec-1.0.1,Warranty Disclaimer
sun-project-x,License Text in Source
sun-project-x,Special Attribution Obligation
sun-project-x,Restricted Redistribution
sun-project-x,Restricted Modifications
sun-project-x,Prohibited in Aircraft
sun-project-x,Prohibited in Nuclear
sun-project-x,Export Controls
sun-project-x,Patent - License Termination
sun-project-x,Warranty Disclaimer
sun-project-x,Indemnify Licensor
sun-prop-non-commercial,License Text in Source
sun-prop-non-commercial,Non-Commercial Use Only
sun-prop-non-commercial,Restricted Redistribution
sun-prop-non-commercial,Warranty Disclaimer
spl-1.0,License Text in Source
spl-1.0,License Text in Documentation
spl-1.0,Source Redistribution
spl-1.0,Change Tracking in Source
spl-1.0,No License Change
spl-1.0,Patent - Rights Impairment
spl-1.0,Patent - License Termination
spl-1.0,Warranty Disclaimer
spl-1.0,Indemnify Licensor
sun-rpc,License Text in Source
sun-rpc,License Text in Documentation
sun-rpc,Warranty Disclaimer
sun-rpc,Patent - Warning
sun-sdk-spec-1.1,License Text in Source
sun-sdk-spec-1.1,Restricted Redistribution
sun-sdk-spec-1.1,Restricted Modifications
sun-sdk-spec-1.1,Specification Constraints
sun-sdk-spec-1.1,Warranty Disclaimer
sun-sdk-spec-1.1,Indemnify Licensor
sun-ssscfr-1.1,License Text in Source
sun-ssscfr-1.1,License Text in Documentation
sun-ssscfr-1.1,Usage Notice in Documentation
sun-ssscfr-1.1,Source Redistribution
sun-ssscfr-1.1,Change Tracking in Source
sun-ssscfr-1.1,Prohibited in Nuclear
sun-ssscfr-1.1,Export Controls
sun-ssscfr-1.1,Patent - Rights Impairment
sun-ssscfr-1.1,Patent - License Termination
sun-ssscfr-1.1,Warranty Disclaimer
sun-ssscfr-1.1,Patent - Warning
sunpro,License Text in Source
sunpro,GPL Compatible
supervisor,License Text in Source
supervisor,License Text in Documentation
supervisor,No Use in Endorsements
supervisor,Change Tracking in Source
supervisor,Warranty Disclaimer
supervisor,GPL Compatible
svndiff,License Text in Source
svndiff,License Text in Documentation
svndiff,Warranty Disclaimer
svndiff,GPL Compatible
swig,License Text in Source
swig,Warranty Disclaimer
swig,GPL Compatible
sybase,License Text in Source
sybase,License Text in Documentation
sybase,Source Redistribution
sybase,Change Tracking in Source
sybase,Patent - Rights Impairment
sybase,Patent - License Termination
sybase,Warranty Disclaimer
sybase,Patent - Warning
synopsys-attribution,License Text in Source
synopsys-attribution,No License Change
synopsys-attribution,Warranty Disclaimer
takao-abe,License Text in Source
takao-abe,License Text in Documentation
takao-abe,No Use in Endorsements
takao-abe,Warranty Disclaimer
takao-abe,GPL Compatible
takuya-ooura,License Text in Source
takuya-ooura,GPL Compatible
tanuki-community-sla-1.3,License Text in Source
tanuki-community-sla-1.3,License Text in Documentation
tanuki-community-sla-1.3,Source Redistribution
tanuki-community-sla-1.3,Change Tracking in Source
tanuki-community-sla-1.3,Patent - Rights Impairment
tanuki-community-sla-1.3,Warranty Disclaimer
tanuki-community-sla-1.3,GPL Compatible
tatu-ylonen,License Text in Source
tatu-ylonen,License Text in Documentation
tatu-ylonen,Change Tracking in Source
tatu-ylonen,Special Attribution Obligation
tatu-ylonen,Name Restriction
tatu-ylonen,Specification Constraints
tatu-ylonen,Warranty Disclaimer
tcl,License Text in Source
tcl,License Text in Documentation
tcl,Warranty Disclaimer
tcp-wrappers,License Text in Source
tcp-wrappers,License Text in Documentation
tcp-wrappers,Warranty Disclaimer
tcp-wrappers,GPL Compatible
tu-berlin,License Text in Source
tu-berlin,Warranty Disclaimer
tu-berlin,GPL Compatible
telerik-eula,Platform Deployment Restriction
telerik-eula,Restricted Redistribution
telerik-eula,Restricted Modifications
telerik-eula,Export Controls
telerik-eula,Warranty Disclaimer
telerik-eula,Indemnify Licensor
term-readkey,License Text in Source
term-readkey,GPL Compatible
tpl-1.0,License Text in Source
tpl-1.0,License Text in Documentation
tpl-1.0,Source Redistribution
tpl-1.0,Change Tracking in Source
tpl-1.0,Special Attribution Obligation
tpl-1.0,Export Controls
tpl-1.0,Patent - Rights Impairment
tpl-1.0,Warranty Disclaimer
tpl-1.0,GPL Compatible
tpl-1.0,Exceptions
tested-software,License Text in Source
tested-software,Warranty Disclaimer
tested-software,GPL Compatible
ti-broadband-apps,Restricted Redistribution
ti-broadband-apps,Restricted Modifications
ti-broadband-apps,Prohibited in Medical
ti-broadband-apps,Export Controls
ti-broadband-apps,Warranty Disclaimer
ti-restricted,License Text in Source
ti-restricted,Platform Deployment Restriction
ti-restricted,Restricted Redistribution
ti-restricted,Warranty Disclaimer
thomas-bandt,License Text in Source
thomas-bandt,License Text in Documentation
thomas-bandt,Change Tracking in Source
thomas-bandt,Change Tracking in Documentation
thomas-bandt,Warranty Disclaimer
thomas-bandt,GPL Compatible
tidy,License Text in Source
tidy,Change Tracking in Source
tidy,Warranty Disclaimer
tidy,GPL Compatible
tiger-crypto,License Text in Source
tiger-crypto,Special Attribution Obligation
tiger-crypto,GPL Compatible
tigra-calendar-3.2,License Text in Source
tigra-calendar-3.2,GPL Compatible
tigra-calendar-4.0,License Text in Source
tigra-calendar-4.0,Warranty Disclaimer
tigra-calendar-4.0,GPL Compatible
timestamp-picker,License Text in Source
timestamp-picker,GPL Compatible
tizen-sdk,License Text in Source
tizen-sdk,Platform Deployment Restriction
tizen-sdk,Restricted Redistribution
tizen-sdk,Restricted Modifications
tizen-sdk,No License Change
tizen-sdk,Warranty Disclaimer
tizen-sdk,Indemnify Licensor
tmate,License Text in Source
tmate,License Text in Documentation
tmate,Source Redistribution
tmate,Patent - Rights Impairment
tmate,Warranty Disclaimer
tmate,GPL Compatible
torque-1.1,License Text in Source
torque-1.1,License Text in Documentation
torque-1.1,Usage Notice in Advertisement
torque-1.1,Source Redistribution
torque-1.1,Patent - Rights Impairment
torque-1.1,Warranty Disclaimer
torque-1.1,GPL Compatible
tgppl-1.0,License Text in Source
tgppl-1.0,License Text in Documentation
tgppl-1.0,No Use in Endorsements
tgppl-1.0,Source Redistribution
tgppl-1.0,Change Tracking in Source
tgppl-1.0,Patent - Rights Impairment
tgppl-1.0,Patent - License Termination
tgppl-1.0,Warranty Disclaimer
tgppl-1.0,Network Redistribution
tgppl-1.0,Patent - Grant
treeview-developer,License Text in Source
treeview-developer,License Text in Documentation
treeview-developer,Usage Notice in Documentation
treeview-developer,No Use in Endorsements
treeview-developer,Special Attribution Obligation
treeview-developer,Name Restriction
treeview-developer,Restricted Redistribution
treeview-developer,Restricted Modifications
treeview-developer,No License Change
treeview-developer,Warranty Disclaimer
treeview-developer,Indemnify Licensor
treeview-distributor,License Text in Source
treeview-distributor,License Text in Documentation
treeview-distributor,Usage Notice in Documentation
treeview-distributor,Special Attribution Obligation
treeview-distributor,Name Restriction
treeview-distributor,Restricted Redistribution
treeview-distributor,Restricted Modifications
treeview-distributor,No License Change
treeview-distributor,Warranty Disclaimer
treeview-distributor,Indemnify Licensor
triptracker,License Text in Source
triptracker,License Text in Documentation
triptracker,Non-Commercial Use Only
triptracker,Restricted Redistribution
triptracker,Restricted Modifications
triptracker,No License Change
truecrypt-3.1,License Text in Source
truecrypt-3.1,License Text in Documentation
truecrypt-3.1,Usage Notice in Documentation
truecrypt-3.1,Source Redistribution
truecrypt-3.1,Change Tracking in Source
truecrypt-3.1,Restricted Redistribution
truecrypt-3.1,Restricted Modifications
truecrypt-3.1,Patent - Rights Impairment
truecrypt-3.1,Warranty Disclaimer
truecrypt-3.1,Indemnify Licensor
tosl,License Text in Source
tosl,License Text in Documentation
tosl,Source Redistribution
